index,label,count,number_of_blocks,topic,sentiment,stemmed_word,radius,theta,x,y,zone,font_size
119,Iran,114,8,Topic 6,normal,iran,338,96.10169491525401,-35.9271981488082,336.0851624710265,9,97
180,Market,83,8,Topic 6,normal,market,338,96.6101694915252,-38.90835066863751,335.7530941752381,9,97
325,Japan,103,8,Topic 6,normal,japan,338,97.11864406779638,-41.88643887498176,335.3945828995639,9,97
358,IL6,167,8,Topic 6,normal,il6,338,97.62711864406756,-44.861228221896646,335.0096568793546,9,97
684,doiorg10,77,8,Topic 6,normal,doiorg10,338,98.13559322033875,-47.83248442324679,334.59834643031314,9,97
996,File,186,8,Topic 6,normal,file,338,98.64406779660993,-50.79997347115758,334.16068394610653,9,97
1014,CDC,59,8,Topic 6,normal,cdc,338,99.15254237288111,-53.763461654444974,333.69670389581466,9,97
1133,RdRp,213,8,Topic 6,normal,rdrp,338,99.6610169491523,-56.7227155770217,333.206442821216,9,97
265,doiorg101101202003,83,7,Topic 6,normal,doiorg101101202003,339,100.16949152542348,-59.85406283360557,333.6742290952521,9,97
332,Ebola,77,7,Topic 6,normal,ebola,339,100.67796610169466,-62.8128774655303,333.12991823686485,9,97
369,SI,70,7,Topic 6,normal,si,339,101.18644067796585,-65.76674512992379,332.5593709926329,9,97
483,Mainland,53,7,Topic 6,normal,mainland,339,101.69491525423703,-68.71543318838422,331.9626322972703,9,97
571,MHC,160,7,Topic 6,normal,mhc,339,102.20338983050821,-71.65870941044112,331.33974914825717,9,97
709,Seasonality,131,7,Topic 6,normal,season,339,102.7118644067794,-74.59634199184521,330.6907706021377,9,97
2029,Africa,44,7,Topic 6,normal,africa,339,103.22033898305058,-77.52809957282467,330.0157477706574,9,97
14,mNGS,57,6,Topic 6,normal,mng,340,103.72881355932176,-80.69107795617744,330.28616371000174,9,98
58,Sprotein,70,6,Topic 6,normal,sprotein,340,104.23728813559295,-83.61900487573516,329.5570694486644,9,98
213,NP,133,6,Topic 6,normal,np,340,104.74576271186413,-86.54034619503364,328.8020201891158,9,98
245,PDB,66,6,Topic 6,normal,pdb,340,105.25423728813531,-89.45487183735564,328.0210753969359,9,98
251,Singapore,115,6,Topic 6,normal,singapor,340,105.7627118644065,-92.36235226276756,327.2142965771643,9,98
576,ExoN,243,6,Topic 6,normal,exon,340,106.27118644067768,-95.26255848619749,326.38174726945715,9,98
650,HIV1,117,6,Topic 6,normal,hiv1,340,106.77966101694886,-98.15526209546948,325.52349304308234,9,98
663,ER,82,6,Topic 6,normal,er,340,107.28813559322005,-101.0402352692926,324.6396014917558,9,98
711,NTS,108,6,Topic 6,normal,nt,340,107.79661016949123,-103.91725079520343,323.7301422283177,9,98
863,CD4,108,6,Topic 6,normal,cd4,340,108.30508474576241,-106.78608208746088,322.7951868792502,9,98
1010,OR,74,6,Topic 6,normal,or,340,108.8135593220336,-109.64650320489135,321.8348090790363,9,98
1269,mL,36,6,Topic 6,normal,ml,340,109.32203389830478,-112.49828886868302,320.8490844643605,9,98
95,CTD,283,5,Topic 6,normal,ctd,341,109.83050847457596,-115.68045334624662,320.77879093482295,9,98
129,miRNAs,204,5,Topic 6,normal,mirna,341,110.33898305084715,-118.52262983283823,319.7395599820391,9,98
241,GenBank,76,5,Topic 6,normal,genbank,341,110.84745762711833,-121.35547180674457,318.6751472307849,9,98
268,RaTG13,96,5,Topic 6,normal,ratg13,341,111.35593220338951,-124.17875616121059,317.5856365112481,9,98
359,CRP,95,5,Topic 6,normal,crp,341,111.8644067796607,-126.99226054221279,316.47111363026283,9,98
399,RNase,250,5,Topic 6,normal,rnase,341,112.37288135593188,-129.79576336597117,315.3316663645515,9,98
543,Rt,70,5,Topic 6,normal,rt,341,112.88135593220306,-132.58904383640052,314.16738445381156,9,98
724,Hand,180,5,Topic 6,normal,hand,341,113.38983050847425,-135.37188196249983,312.9783595936483,9,98
738,France,61,5,Topic 6,normal,franc,341,113.89830508474543,-138.14405857567806,311.76468542835255,9,98
786,Shanghai,109,5,Topic 6,normal,shanghai,341,114.40677966101661,-140.90535534701516,310.5264575435262,9,98
884,UK,50,5,Topic 6,normal,uk,341,114.9152542372878,-143.65555480445724,309.26377345855366,9,98
894,RTqPCR,39,5,Topic 6,normal,rtqpcr,341,115.42372881355898,-146.39444034994415,307.97673261892146,9,98
895,RTLAMP,70,5,Topic 6,normal,rtlamp,341,115.93220338983016,-149.12179627646776,306.6654363883867,9,98
975,RNAseq,65,5,Topic 6,normal,rnaseq,341,116.44067796610135,-151.8374077850609,305.3299880409933,9,98
1168,mixes,67,5,Topic 6,normal,mix,341,116.94915254237253,-154.54106100171362,303.97049275293915,9,98
1310,IAV,138,5,Topic 6,normal,iav,341,117.45762711864371,-157.23254299421828,302.5870575942918,9,98
1341,Chest,35,5,Topic 6,normal,chest,341,117.9661016949149,-159.9116417889388,301.17979152055693,9,98
1385,HCoV19,65,5,Topic 6,normal,hcov19,341,118.47457627118608,-162.57814638750529,299.7488053640963,9,98
1482,Authorization,15,5,Topic 6,normal,author,341,118.98305084745726,-165.23184678343182,298.2942118253998,9,98
1810,CD,51,5,Topic 6,normal,cd,341,119.49152542372845,-167.87253397865578,296.816125464209,9,98
170,studies,3819,239,Topic 1,normal,studi,107,120.0,-53.49999999999998,92.66471820493494,3,30
10,virus,3094,203,Topic 1,negative,viru,143,120.50847457627118,-72.59620944845408,123.2022336393143,4,41
53,protein,5237,180,Topic 1,normal,protein,166,121.01694915254237,-85.53840864297716,142.2644742963859,4,47
56,coronavirus,1349,171,Topic 1,normal,coronaviru,175,121.52542372881355,-91.5034493430448,149.17144082673744,5,50
3,sequences,4324,166,Topic 1,normal,sequenc,180,122.03389830508473,-95.47576346155364,152.5921970201408,5,52
258,group,1810,93,Topic 1,normal,group,253,122.54237288135592,-136.09456665891645,213.27744589131254,7,73
13,analysis,1033,91,Topic 1,normal,analysi,255,123.0508474576271,-139.07269134057296,213.7376581777056,7,73
181,respiratory,708,89,Topic 1,normal,respiratori,257,123.55932203389828,-142.06961679782663,214.1616772042064,7,74
282,viruses,1499,88,Topic 1,normal,virus,258,124.06779661016947,-144.5247605310292,213.7208309768813,7,74
52,host,1782,84,Topic 1,normal,host,262,124.57627118644065,-148.68573302186329,215.7233246446735,7,75
2,genome,1737,82,Topic 1,normal,genom,264,125.08474576271183,-151.74387629660328,216.0319328397567,7,76
40,al,1833,82,Topic 1,normal,al,264,125.59322033898302,-153.6550630500962,214.67678402442812,7,76
125,method,1174,79,Topic 1,normal,method,267,126.1016949152542,-157.321809134973,215.72864522473398,7,77
54,regions,1246,69,Topic 1,normal,region,277,126.61016949152538,-165.1937583151647,222.35112370687705,8,80
91,structures,1374,63,Topic 1,normal,structur,283,127.11864406779657,-170.78129964453092,225.6606915076814,8,81
60,interact,1116,51,Topic 1,normal,interact,295,127.62711864406775,-180.10342768881523,233.64022627693996,8,85
48,receptor,677,50,Topic 1,normal,receptor,296,128.13559322033893,-182.78728602407259,232.81926051758236,8,85
314,species,1118,43,Topic 1,normal,speci,303,128.64406779661013,-189.21759195777403,236.65524057941613,8,87
141,mutations,1001,40,Topic 1,normal,mutat,306,129.15254237288133,-193.20448495275363,237.29312462467428,8,88
163,antibodies,738,37,Topic 1,normal,antibodi,309,129.66101694915253,-197.21745274624934,237.87870087984112,8,89
90,coronaviruses,288,36,Topic 1,normal,coronavirus,310,130.16949152542372,-199.96577751971762,236.88327889687528,8,89
110,prediction,624,35,Topic 1,normal,predict,311,130.67796610169492,-202.71191616544766,235.85775171601315,8,89
583,acids,532,34,Topic 1,normal,acid,312,131.18644067796612,-205.45555026829211,234.80208019511517,9,90
65,isolate,460,33,Topic 1,negative,isol,313,131.69491525423732,-208.19636055024378,233.71622847725592,9,90
57,bat,808,32,Topic 1,normal,bat,314,132.2033898305085,-210.93402690370905,232.60016400292014,9,90
64,dataset,622,31,Topic 1,normal,dataset,315,132.7118644067797,-213.66822842492928,231.45385752186598,9,91
115,set,510,31,Topic 1,normal,set,315,133.2203389830509,-215.71383761385135,229.5485575252107,9,91
120,vaccine,886,31,Topic 1,normal,vaccin,315,133.7288135593221,-217.7424577808759,227.6251789225952,9,91
271,domains,683,31,Topic 1,normal,domain,315,134.2372881355933,-219.75392915752053,225.68387319396894,9,91
92,spike,458,25,Topic 1,normal,spike,321,134.7457627118645,-225.97186653210144,227.9862178641466,9,92
276,binding,419,25,Topic 1,normal,bind,321,135.2542372881357,-227.9862178641474,225.97186653210068,9,92
279,residues,460,25,Topic 1,normal,residu,321,135.7627118644069,-229.98261363575958,223.93971828432967,9,92
207,scores,352,24,Topic 1,normal,score,322,136.2711864406781,-232.68351623198697,222.58117906489457,9,93
250,clusters,578,24,Topic 1,normal,cluster,322,136.7796610169493,-234.64963658132723,220.50747844971394,9,93
194,syndrome,74,23,Topic 1,negative,syndrom,323,137.2881355932205,-237.33205072877126,219.09472311508543,9,93
346,development,180,23,Topic 1,normal,develop,323,137.7966101694917,-239.26704768453322,216.9799066557254,9,93
858,swabs,203,23,Topic 1,normal,swab,323,138.30508474576288,-241.1832006330795,214.84800146239135,9,93
613,peptides,780,22,Topic 1,normal,peptid,324,138.81355932203408,-243.83292943338955,213.35768681707177,9,93
760,feature,441,22,Topic 1,normal,featur,324,139.32203389830528,-245.716757414754,211.18540462252344,9,93
419,emergence,97,21,Topic 1,normal,emerg,325,139.83050847457648,-248.34537303704735,209.64154094809024,9,93
514,organisms,281,20,Topic 1,normal,organ,326,140.33898305084767,-250.9658785981502,208.0676038682104,9,94
36,pattern,177,19,Topic 1,normal,pattern,327,140.84745762711887,-253.5779469028389,206.46361627303978,9,94
175,humans,299,19,Topic 1,normal,human,327,141.35593220339007,-255.40021013026166,204.20512399403253,9,94
570,epitopes,663,18,Topic 1,normal,epitop,328,141.86440677966127,-257.98891030326763,202.54807370234982,9,94
636,evolution,208,17,Topic 1,normal,evolut,329,142.37288135593246,-260.56825235631675,200.86111088006763,9,95
51,selection,445,16,Topic 1,normal,select,330,142.88135593220366,-263.13790882521226,199.14427167030004,9,95
239,amino,243,15,Topic 1,normal,amino,331,143.38983050847486,-265.69755215515,197.39759567624262,9,95
383,families,157,15,Topic 1,normal,famili,331,143.89830508474606,-267.4388822823489,195.03190570665078,9,95
393,recombination,367,15,Topic 1,normal,recombin,331,144.40677966101725,-269.1591496669922,192.65085556659665,9,95
22,libraries,199,14,Topic 1,normal,librari,332,144.91525423728845,-271.6765216015132,190.82942019118167,9,95
134,molecule,179,14,Topic 1,normal,molecul,332,145.42372881355965,-273.3593274123353,188.41092886739787,9,95
673,order,98,14,Topic 1,normal,order,332,145.93220338983085,-275.0206042028095,185.97759882287326,9,95
878,diversity,160,14,Topic 1,normal,divers,332,146.44067796610204,-276.66022113539606,183.52962169991454,9,95
435,compounds,339,13,Topic 1,normal,compound,333,146.94915254237324,-279.1162359732402,181.6125733976877,9,96
536,database,236,13,Topic 1,normal,databas,333,147.45762711864444,-280.7169544735468,179.12842172892786,9,96
112,profile,141,12,Topic 1,normal,profil,334,147.96610169491564,-283.14329891515126,177.16058331199216,9,96
233,association,204,12,Topic 1,normal,associ,334,148.47457627118683,-284.7043499207458,174.64086903186643,9,96
389,position,207,12,Topic 1,normal,posit,334,148.98305084745803,-286.24297840357286,172.10740052261474,9,96
1046,variants,346,12,Topic 1,normal,variant,334,149.49152542372923,-287.75906318553245,169.56037731317045,9,96
173,analyses,116,11,Topic 1,normal,analys,335,150.00000000000043,-290.1185102677882,167.4999999999978,9,96
304,energy,302,11,Topic 1,normal,energi,335,150.50847457627162,-291.5935543416718,164.9187650523448,9,96
722,codon,258,11,Topic 1,normal,codon,335,151.01694915254282,-293.0456333182083,162.3245415614355,9,96
1171,tree,259,11,Topic 1,normal,tree,335,151.52542372881402,-294.474632835696,159.71753384109712,9,96
1695,genotype,238,11,Topic 1,normal,genotyp,335,152.03389830508522,-295.88044035010756,157.0979472120067,9,96
225,abundance,221,10,Topic 1,positive,abund,336,152.5423728813564,-298.15029721900936,154.92708048697094,9,97
475,substitution,107,10,Topic 1,normal,substitut,336,153.0508474576276,-299.51344740465595,152.27506303981093,9,97
1110,form,78,10,Topic 1,normal,form,336,153.5593220338988,-300.853008744205,149.61105283219987,9,97
18,coverage,144,9,Topic 1,normal,coverag,337,154.06779661017,-303.06818786770214,147.37256699463163,9,97
354,chain,132,9,Topic 1,normal,chain,337,154.5762711864412,-304.3641023242718,144.67720351299377,9,97
392,alignments,98,9,Topic 1,normal,align,337,155.0847457627124,-305.6360459106532,141.97044565718986,9,97
522,quality,76,9,Topic 1,normal,qualiti,337,155.5932203389836,-306.8839184521071,139.25250660394056,9,97
614,tools,150,9,Topic 1,normal,tool,337,156.1016949152548,-308.10762166966276,136.52360041056622,9,97
758,design,104,9,Topic 1,normal,design,337,156.610169491526,-309.3070591878582,133.78394199812914,9,97
97,subunit,79,8,Topic 1,normal,subunit,338,157.1186440677972,-311.40344852020087,131.42257130997925,9,97
121,candidates,153,8,Topic 1,normal,candid,338,157.6271186440684,-312.5574874815795,128.65386515453886,9,97
236,glycoprotein,145,8,Topic 1,normal,glycoprotein,338,158.1355932203396,-313.68691028454265,125.87502657849684,9,97
307,algorithm,148,8,Topic 1,normal,algorithm,338,158.64406779661078,-314.7916279788917,123.08627443545052,9,97
313,similarity,91,8,Topic 1,normal,similar,338,159.15254237288198,-315.8715535601335,120.28782835976266,9,97
373,assembly,192,8,Topic 1,normal,assembl,338,159.66101694915318,-316.92660197633273,117.4799087492631,9,97
493,segments,146,8,Topic 1,normal,segment,338,160.16949152542438,-317.9566901348106,114.66273674789063,9,97
634,reference,143,8,Topic 1,normal,refer,338,160.67796610169557,-318.96173690868847,111.83653422827709,9,97
689,antigen,141,8,Topic 1,normal,antigen,338,161.18644067796677,-319.941663143278,109.00152377427227,9,97
759,accuracy,123,8,Topic 1,normal,accuraci,338,161.69491525423797,-320.89639166231416,106.15792866341485,9,97
883,result,37,8,Topic 1,normal,result,338,162.20338983050917,-321.8258472740342,103.30597284934714,9,97
908,affinity,104,8,Topic 1,positive,affin,338,162.71186440678036,-322.7299567770991,100.4458809441768,9,97
982,mapping,177,8,Topic 1,normal,map,338,163.22033898305156,-323.60864896635906,97.57787820078794,9,97
1532,training,140,8,Topic 1,normal,train,338,163.72881355932276,-324.46185463846103,94.70219049509976,9,97
2136,lineage,146,8,Topic 1,normal,lineag,338,164.23728813559396,-325.28950659729935,91.81904430827807,9,97
425,novel,20,7,Topic 1,normal,novel,339,164.74576271186515,-327.0563075281221,89.19176927312549,9,97
508,specimens,87,7,Topic 1,normal,specimen,339,165.25423728813635,-327.83495542385447,86.28581576504547,9,97
749,modification,183,7,Topic 1,normal,modif,339,165.76271186440755,-328.5877839502867,83.37306662609785,9,97
905,interface,107,7,Topic 1,normal,interfac,339,166.27118644067875,-329.31473381673777,80.45375125630346,9,97
945,classification,89,7,Topic 1,normal,classif,339,166.77966101694994,-330.01574777065815,77.52809957282166,9,97
979,traits,116,7,Topic 1,normal,trait,339,167.28813559322114,-330.6907706021384,74.5963419918422,9,97
1173,members,76,7,Topic 1,normal,member,339,167.79661016949234,-331.3397491482578,71.65870941043795,9,97
105,core,81,6,Topic 1,normal,core,340,168.30508474576354,-332.9418731005078,68.91813358126697,9,98
242,shares,46,6,Topic 1,normal,share,340,168.81355932203473,-333.5403720870071,65.96074732794382,9,98
461,pair,135,6,Topic 1,normal,pair,340,169.32203389830593,-334.1126023614581,62.99816618961391,9,98
575,stability,71,6,Topic 1,positive,stabil,340,169.83050847457713,-334.65851885659566,60.030623490928335,9,98
750,conformations,104,6,Topic 1,normal,conform,340,170.33898305084833,-335.1780785775552,57.05835294729628,9,98
1160,annotation,238,6,Topic 1,normal,annot,340,170.84745762711952,-335.671240605258,54.0815886464793,9,98
2303,adaptation,85,6,Topic 1,normal,adapt,340,171.35593220339072,-336.13796609963435,51.10056503015477,9,98
104,bonds,69,5,Topic 1,normal,bond,341,171.86440677966192,-337.5681542388668,48.25703310155572,9,98
172,pangolins,80,5,Topic 1,normal,pangolin,341,172.37288135593312,-337.98311537236714,45.259404803743884,9,98
188,identities,56,5,Topic 1,normal,ident,341,172.88135593220431,-338.37145789571434,42.258212001087,9,98
224,microbiome,69,5,Topic 1,normal,microbiom,341,173.3898305084755,-338.7331512241313,39.25369105918332,9,98
272,homology,46,5,Topic 1,normal,homolog,341,173.8983050847467,-339.06816687165735,36.24607860574606,9,98
428,potential,14,5,Topic 1,normal,potenti,341,174.4067796610179,-339.376478453392,33.23561151196685,9,98
523,identification,93,5,Topic 1,normal,identif,341,174.9152542372891,-339.6580616875724,30.22252687386145,9,98
674,categories,148,5,Topic 1,normal,categori,341,175.4237288135603,-339.91289439748624,27.207061993595552,9,98
728,usage,91,5,Topic 1,normal,usag,341,175.9322033898315,-340.1409565132181,24.189454360796503,9,98
854,dengue,138,5,Topic 1,normal,dengu,341,176.4406779661027,-340.34223007323004,21.169941633848936,9,98
1174,metagenomics,56,5,Topic 1,normal,metagenom,341,176.9491525423739,-340.51669922577616,18.148761621176906,9,98
1215,errors,82,5,Topic 1,negative,error,341,177.4576271186451,-340.6643502301513,15.126152262515728,9,98
1286,pocket,112,5,Topic 1,normal,pocket,341,177.9661016949163,-340.785171457773,12.102351610172027,9,98
1531,input,74,5,Topic 1,normal,input,341,178.4745762711875,-340.8791533930975,9.07759781027495,9,98
1627,clade,82,5,Topic 1,normal,clade,341,178.98305084745868,-340.94628863436884,6.052129084021504,9,98
2030,stool,57,5,Topic 1,normal,stool,341,179.49152542372988,-340.9865718942022,3.0261837089136963,9,98
70,diseases,2949,233,Topic 5,normal,diseas,113,180.0,-113.0,1.383850883036509e-14,3,32
143,level,1126,74,Topic 5,normal,level,272,180.76923076923077,-271.9754867770281,-3.6516561172441024,7,78
356,tests,761,62,Topic 5,normal,test,284,181.53846153846155,-283.89762585853146,-7.624829958057364,8,82
270,strain,1405,51,Topic 5,negative,strain,295,182.30769230769232,-294.76075446061304,-11.878452332277508,8,85
1,pathogen,745,50,Topic 5,normal,pathogen,296,183.0769230769231,-295.573277686986,-15.888282392124058,8,85
38,age,982,47,Topic 5,normal,age,299,183.84615384615387,-298.3265797961719,-20.056215672909797,8,86
15,approach,356,36,Topic 5,normal,approach,310,184.61538461538464,-308.9947655216051,-24.944636302185145,8,89
631,changes,411,36,Topic 5,normal,chang,310,185.38461538461542,-308.63203136230476,-29.09070671498573,8,89
334,size,479,31,Topic 5,normal,size,315,186.1538461538462,-313.18485623693977,-33.76752617304624,9,91
507,networks,605,27,Topic 5,normal,network,319,186.92307692307696,-316.67413083727917,-38.45120100144826,9,92
50,dynamics,306,26,Topic 5,normal,dynam,320,187.69230769230774,-317.1203773586907,-42.83300437608395,9,92
196,state,471,26,Topic 5,normal,state,320,188.4615384615385,-316.51675586983407,-47.08655066614941,9,92
340,process,424,26,Topic 5,normal,process,320,189.23076923076928,-315.8560840441321,-51.33160987448357,9,92
228,children,501,22,Topic 5,normal,children,324,190.00000000000006,-319.07771197595537,-56.26200956408575,9,93
595,outcomes,219,22,Topic 5,normal,outcom,324,190.76923076923083,-318.2936269226753,-60.5406232244827,9,93
209,difference,211,21,Topic 5,normal,differ,325,191.5384615384616,-318.4319619137369,-65.00835047721482,9,93
351,simulations,426,21,Topic 5,normal,simul,325,192.30769230769238,-317.53051362559046,-69.27750657081064,9,93
670,area,254,21,Topic 5,normal,area,325,193.07692307692315,-316.57183227655514,-73.53417578966011,9,93
317,distances,430,20,Topic 5,normal,distanc,326,193.84615384615392,-316.52703248089284,-78.01690655774428,9,94
394,influenza,290,20,Topic 5,normal,influenza,326,194.6153846153847,-315.4511133198491,-82.2593162217368,9,94
734,effects,421,20,Topic 5,normal,effect,326,195.38461538461547,-314.3183358979412,-86.48689911396414,9,94
1413,event,263,20,Topic 5,normal,event,326,196.15384615384625,-313.1289043918272,-90.69889323676408,9,94
